client_id,datetime,code,type,amount,target,type_description,code_description
40207348,142 14:18:29,5411,1010,-12307.62,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
56694753,223 17:00:42,5814,1010,-2201.0,1,Покупка. POS ,"Рестораны, закусочные"
29973417,240 16:00:39,4829,2371,-202132.42,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (с комиссией),Денежные переводы
70780820,114 03:46:41,6010,7070,38292.86,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
5115320,227 11:47:55,6011,4010,-8759.07,0,Плата за получение наличных в АТМ банка,Финансовые институты — снятие наличности автоматически
71973473,325 10:49:04,6011,2010,-20213.24,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
24965506,87 07:59:51,5541,1110,-56770.24,0,Покупка. POS ,Станции техобслуживания
38691781,69 18:32:43,6010,7070,4491.83,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
38714155,345 00:00:00,7995,1200,-56147.89,1,Покупка. Зарубеж. ,Транзакции по азартным играм
82826768,329 12:17:31,6011,2010,-89836.63,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
85761358,314 06:22:35,6011,2010,-11229.58,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
79166625,355 09:12:46,4814,1030,-4491.83,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
24644305,421 09:29:29,4829,2370,-202132.42,1,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (без комиссии),Денежные переводы
21835349,228 00:00:00,5499,1110,-1774.27,0,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
2444292,355 09:47:45,6011,2010,-65131.56,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
14652932,226 14:44:54,4829,2370,-157214.1,1,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (без комиссии),Денежные переводы
34264202,354 11:15:40,6011,7010,89836.63,1,Взнос наличных через АТМ (в своем тер.банке),Финансовые институты — снятие наличности автоматически
70780820,360 04:48:48,6010,7070,2537.88,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
24102800,112 13:58:33,6011,2010,-112295.79,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
97720531,220 17:36:33,6011,7010,134754.95,1,Взнос наличных через АТМ (в своем тер.банке),Финансовые институты — снятие наличности автоматически
32608982,403 08:53:52,6011,2010,-22459.16,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
62646009,413 08:11:22,6011,7010,11229.58,1,Взнос наличных через АТМ (в своем тер.банке),Финансовые институты — снятие наличности автоматически
72899509,348 21:25:25,4829,2370,-22908.34,1,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (без комиссии),Денежные переводы
71900602,310 10:04:17,4829,2370,-11229.58,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (без комиссии),Денежные переводы
9044015,48 11:53:25,5411,1010,-1807.96,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
59120963,49 00:00:00,4111,1100,-15272.23,1,Покупка.,"Транспортировка — пригородные и локальные сезонные транспортные средства, включая электрички"
53307951,352 13:49:27,5411,1010,-9298.09,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
57283046,263 15:15:13,5541,1110,-6735.05,1,Покупка. POS ,Станции техобслуживания
76437448,108 00:00:00,4812,1110,-235596.56,1,Покупка. POS ,"Телекоммуникационное оборудование, включая продажу телефонов"
66778394,333 13:05:19,4814,1030,-38180.57,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
70780820,314 10:14:35,6010,7030,14306.48,0,Перевод на карту (с карты) через АТМ (в пределах одного тер.банка),Финансовые институты — снятие наличности вручную
73316627,319 21:26:40,4814,1030,-2245.92,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
41077349,272 05:48:00,5499,1010,-1325.09,0,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
46519103,222 16:46:28,5912,1010,-47898.65,0,Покупка. POS ,Аптеки
96947994,405 18:41:06,5411,1010,-896.12,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
84876373,116 16:58:10,6011,2010,-22459.16,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
18213962,249 10:24:18,6011,2010,-482871.89,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
65278638,359 12:13:51,5912,1010,-16507.48,1,Покупка. POS ,Аптеки
83839911,371 12:41:07,5814,1010,-9185.8,0,Покупка. POS ,"Рестораны, закусочные"
70780820,72 23:58:29,6010,7070,4828.72,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
70665012,197 12:30:19,4829,2371,-20213.24,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (с комиссией),Денежные переводы
39186764,444 09:12:22,6011,7010,336887.37,1,Взнос наличных через АТМ (в своем тер.банке),Финансовые институты — снятие наличности автоматически
88299026,20 12:07:21,6011,2010,-67377.47,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
67391213,268 19:13:46,5331,1010,-13385.66,0,Покупка. POS ,Универсальные магазины
58475331,123 06:36:10,4814,1030,-4491.83,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
29385630,388 11:44:59,6011,2010,-224591.58,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
70532099,236 19:07:16,4814,1030,-2245.92,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
68178858,151 00:00:00,5814,1110,-3795.6,0,Покупка. POS ,"Рестораны, закусочные"
52884677,430 11:27:38,6011,7010,2245.92,1,Взнос наличных через АТМ (в своем тер.банке),Финансовые институты — снятие наличности автоматически
58798619,407 10:43:38,6010,7070,11229.58,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
19864270,421 13:54:50,4814,1030,-5614.79,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
46523355,69 00:00:00,4112,1110,-74411.68,1,Покупка. POS ,Пассажирские железные перевозки
49522533,12 06:05:00,5411,1010,-3155.51,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
94225315,339 00:00:00,5964,1200,-3670.95,0,Покупка. Зарубеж. ,Прямой маркетинг — торговля через каталог
73041938,253 20:50:48,5499,1010,-1549.68,1,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
37140818,216 20:27:09,5977,1010,-67557.15,1,Покупка. POS ,Магазины косметики
77530316,410 11:48:35,6010,7030,449183.15,1,Перевод на карту (с карты) через АТМ (в пределах одного тер.банка),Финансовые институты — снятие наличности вручную
78665301,48 15:40:07,4829,2370,-8309.89,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (без комиссии),Денежные переводы
70780820,68 06:09:19,6010,7070,9432.85,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
53854864,112 16:53:06,6010,7070,52051.34,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
70780820,424 09:40:23,6010,7020,10129.08,0,Взнос наличных через POS,Финансовые институты — снятие наличности вручную
17232316,283 16:18:26,6010,7070,17967.33,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
65309740,360 08:49:03,4829,2370,-449183.15,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (без комиссии),Денежные переводы
43934664,332 07:25:36,6011,2010,-8983.66,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
87970156,66 05:47:20,6010,7030,125771.28,0,Перевод на карту (с карты) через АТМ (в пределах одного тер.банка),Финансовые институты — снятие наличности вручную
14481189,297 16:17:23,5411,1010,-1794.49,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
78336819,366 13:27:35,4814,1030,-2245.92,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
9962760,243 17:25:08,4814,1030,-1122.96,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
3690050,456 20:23:39,4814,1030,-3368.87,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
37837169,5 15:52:32,5499,1010,-2953.38,0,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
53120025,182 23:09:26,4829,2370,-7860.71,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (без комиссии),Денежные переводы
14154056,357 15:16:41,5411,1010,-8983.66,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
34529715,142 16:53:28,6011,2010,-134754.95,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
76043922,330 13:43:37,6010,7070,31779.71,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
70780820,347 08:01:31,6010,7070,69174.21,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
76380054,358 00:00:00,5691,1110,-8983.66,0,Покупка. POS ,Магазины мужской и женской одежды
66580583,411 11:19:18,6011,2010,-184165.09,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
22162475,133 17:35:58,5411,1110,-27575.13,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
53089550,204 00:00:00,5999,1110,-1594.6,0,Покупка. POS ,Плавательные бассейны — распродажа
33743239,106 12:03:07,5411,1110,-26937.51,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
52594600,251 00:00:00,5411,1110,-17731.28,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
4132055,196 00:00:00,5541,1110,-19460.86,0,Покупка. POS ,Станции техобслуживания
84826852,424 13:38:13,6010,7070,14919.84,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
2317888,20 17:01:52,6011,2010,-22459.16,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
68553737,146 20:56:14,4814,1030,-3144.28,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
50251185,104 19:54:03,6011,2010,-6737.75,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
37011448,251 15:31:34,5499,1110,-3526.09,0,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
75982866,24 13:56:55,4814,1030,-2245.92,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
94284222,108 09:42:42,6010,7030,898366.31,1,Перевод на карту (с карты) через АТМ (в пределах одного тер.банка),Финансовые институты — снятие наличности вручную
20018771,410 13:39:01,5411,1010,-7074.63,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
65765985,179 13:18:56,6011,2010,-2245.92,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
93803703,369 17:05:43,5541,1010,-35069.97,0,Покупка. POS ,Станции техобслуживания
573558,369 10:04:28,6010,7030,44918.32,0,Перевод на карту (с карты) через АТМ (в пределах одного тер.банка),Финансовые институты — снятие наличности вручную
94822605,398 22:41:14,4829,2370,-112295.79,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (без комиссии),Денежные переводы
30258254,397 00:00:00,5814,1110,-2088.7,1,Покупка. POS ,"Рестораны, закусочные"
20381429,293 17:07:39,6011,2010,-112295.79,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
70711430,314 00:00:00,5411,1110,-6429.61,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
93805180,456 14:48:00,4829,4071,-336.89,1,Плата за перевод на карту (с карты) через Мобильный банк,Денежные переводы
77739891,299 11:50:59,5912,1110,-21718.01,0,Покупка. POS ,Аптеки
18432893,207 19:00:46,5983,1010,-27310.34,1,Покупка. POS ,"Горючее топливо — уголь, нефть, разжиженный бензин, дрова"
71973473,154 09:33:41,5411,1010,-10443.51,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
82772349,245 00:00:00,5499,1110,-4797.5,0,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
40322205,41 13:14:50,5499,1010,-11791.06,0,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
56178851,163 22:17:52,4814,1030,-2245.92,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
34504470,140 14:00:22,6011,7010,11229.58,0,Взнос наличных через АТМ (в своем тер.банке),Финансовые институты — снятие наличности автоматически
19736513,302 18:15:26,5499,1010,-11635.19,1,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
32092292,339 19:41:17,6011,2010,-89836.63,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
70780820,32 11:46:19,6010,7070,1302.63,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
1585299,7 09:52:15,5411,1010,-12870.22,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
6506523,326 18:11:17,6010,7070,19741.6,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
77634195,334 00:00:00,4899,1200,-6715.29,1,Покупка. Зарубеж. ,Кабельные и другие платные телевизионные услуги
77742800,394 04:11:22,5499,1010,-3076.9,1,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
40503988,164 23:12:38,6010,7070,8983.66,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
12591110,379 00:00:00,6011,4110,-2245.92,1,Плата за получение наличных в АТМ.,Финансовые институты — снятие наличности автоматически
92940149,282 17:28:19,5411,1010,-9859.57,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
96867679,434 08:39:47,5912,1010,-5206.03,1,Покупка. POS ,Аптеки
76960318,284 09:18:31,4814,1030,-1122.96,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
94668608,135 14:15:11,5411,1010,-3773.14,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
6180127,110 14:48:24,4814,1030,-2245.92,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
93011179,35 04:13:53,4829,2370,-14531.08,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (без комиссии),Денежные переводы
1316496,435 22:46:20,6051,1100,-45255.2,1,Покупка.,"Не-финансовые институты — иностранная валюта, денежные переводы (непередаваемые), дорожные чеки, квази-кэш"
71331226,234 15:46:19,4829,2330,-336887.37,1,Списание с карты по операции “перевода с карты на карту” через АТМ (в пределах одного тер.банка),Денежные переводы
28550386,335 18:54:44,5411,1010,-4401.99,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
14894393,424 14:29:39,4814,1030,-1796.73,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
63109769,270 16:18:55,4829,4071,-3593.47,1,Плата за перевод на карту (с карты) через Мобильный банк,Денежные переводы
17171316,2 14:01:43,6011,2010,-112295.79,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
42399340,350 13:13:00,6011,2010,-673774.73,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
73182529,405 15:57:50,6010,7070,121099.78,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
20976392,293 23:36:59,4814,1030,-2245.92,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
71743833,228 10:35:46,5499,1010,-12083.03,1,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
33175070,403 05:52:32,6010,7070,22459.16,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
49288762,251 20:29:20,6010,7070,33868.41,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
280339,353 18:49:39,6011,7010,2245.92,0,Взнос наличных через АТМ (в своем тер.банке),Финансовые институты — снятие наличности автоматически
64756863,142 09:34:20,4814,1030,-673.77,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
17502871,177 11:38:25,6010,7070,13475.49,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
87252636,209 12:08:36,6010,7071,134754.95,0,Перевод на карту (с карты) через Мобильный банк (с взиманием комиссии с отправителя),Финансовые институты — снятие наличности вручную
50667664,265 02:41:25,4814,1030,-1122.96,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
57224158,331 15:56:43,6010,7070,12577.13,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
24965506,4 15:10:19,6010,2020,-22459.16,1,Выдача наличных через POS банка,Финансовые институты — снятие наличности вручную
83627582,378 00:00:00,5814,1210,-6358.64,1,Покупка. POS  Зарубеж.,"Рестораны, закусочные"
92584117,137 18:34:04,6011,2011,-233575.24,0,Выдача наличных в АТМ банка (в других ТБ),Финансовые институты — снятие наличности автоматически
21217132,113 11:31:46,5499,1010,-6760.21,0,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
20370696,54 00:00:00,4112,1100,-69374.09,0,Покупка.,Пассажирские железные перевозки
21709256,87 18:41:54,6010,7070,6737.75,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
29894123,319 08:00:44,6010,7070,35597.76,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
21376002,302 05:34:08,5411,1010,-3935.29,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
6793144,210 00:00:00,5311,1110,-9778.72,1,Покупка. POS ,Универмаги
20738719,352 07:45:10,6011,2010,-89836.63,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
47406846,355 08:56:55,6011,7010,1235253.67,1,Взнос наличных через АТМ (в своем тер.банке),Финансовые институты — снятие наличности автоматически
59656984,404 19:30:02,5411,1010,-11162.2,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
12279093,234 19:30:03,4829,2370,-4491.83,0,Списание с карты на карту по операции <перевода с карты на карту> через Мобильный банк (без комиссии),Денежные переводы
70780820,179 05:17:07,6010,7070,10218.92,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
5436835,260 15:03:20,6011,2011,-11229.58,0,Выдача наличных в АТМ банка (в других ТБ),Финансовые институты — снятие наличности автоматически
70780820,60 13:06:31,6010,7070,2156.08,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
70780820,210 08:31:40,6010,7070,19898.81,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
77527234,57 00:00:00,5735,1200,-1751.81,1,Покупка. Зарубеж. ,Магазины звукозаписи
36162951,247 19:21:15,6011,2010,-20213.24,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
90209156,28 00:00:00,5411,1110,-4501.49,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
99506272,282 19:15:09,6011,7010,3368.87,1,Взнос наличных через АТМ (в своем тер.банке),Финансовые институты — снятие наличности автоматически
63254157,433 16:10:08,6011,2010,-26950.99,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
91712844,5 12:04:50,4814,1030,-1122.96,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
70780820,361 02:32:52,6010,7070,10016.78,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
20306146,390 21:54:44,8999,1010,-2245.92,0,Покупка. POS ,"Профессиональные услуги, нигде ранее не классифицируемые"
86574143,398 09:47:37,6011,2010,-67377.47,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
55003434,115 15:14:01,6010,7070,22459.16,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
55326928,391 00:00:00,5411,1110,-12472.24,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
26529456,325 04:18:30,6010,7070,44918.32,0,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
14396005,454 17:25:04,5411,1010,-39228.06,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
56420052,360 02:37:02,6011,2010,-22459.16,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
97892387,388 04:23:38,5912,1010,-1976.41,0,Покупка. POS ,Аптеки
6794075,148 10:31:07,4814,1030,-11229.58,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
17340837,314 12:11:36,4829,2330,-33464.15,1,Списание с карты по операции “перевода с карты на карту” через АТМ (в пределах одного тер.банка),Денежные переводы
70780820,246 11:40:33,6010,7070,4244.78,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
38056372,14 09:21:57,5499,1010,-1392.47,1,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
14366449,324 15:59:00,5814,1110,-15721.41,1,Покупка. POS ,"Рестораны, закусочные"
11701078,269 15:41:11,6010,7030,14642.47,0,Перевод на карту (с карты) через АТМ (в пределах одного тер.банка),Финансовые институты — снятие наличности вручную
49760703,415 19:34:19,5411,1110,-2306.56,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
84826852,107 09:05:44,6010,7030,15131.63,1,Перевод на карту (с карты) через АТМ (в пределах одного тер.банка),Финансовые институты — снятие наличности вручную
91681704,342 11:50:50,5541,1010,-24390.65,0,Покупка. POS ,Станции техобслуживания
89625038,427 20:25:10,6010,7070,4267.24,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
58593900,68 14:23:42,6011,2010,-157214.1,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
43261387,425 00:00:00,5912,1110,-786.07,0,Покупка. POS ,Аптеки
87542711,131 13:06:28,4900,2320,-24.71,1,Безналичный перевод денежных средств через POS,"Коммунальные услуги — электричество, газ, санитария, вода"
39434625,201 12:48:27,6010,7070,11229.58,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
74901600,323 15:10:05,6011,2010,-33688.74,1,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
50510175,343 15:39:23,6010,7070,2245.92,1,Перевод на карту (с карты) через Мобильный банк (без взимания комиссии с отправителя),Финансовые институты — снятие наличности вручную
56025523,424 21:55:39,4814,1030,-426.72,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
84930140,114 09:02:26,5499,1010,-7045.44,1,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
20636171,303 07:33:15,6011,4010,-8759.07,1,Плата за получение наличных в АТМ банка,Финансовые институты — снятие наличности автоматически
38714155,125 00:00:00,7995,1200,-5637.25,0,Покупка. Зарубеж. ,Транзакции по азартным играм
70267911,33 10:04:02,5331,1010,-10218.92,1,Покупка. POS ,Универсальные магазины
88278381,448 06:38:22,5411,1010,-973.38,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
95016087,284 15:45:59,5411,1010,-570.46,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
22771802,129 17:47:19,5912,1010,-2133.62,0,Покупка. POS ,Аптеки
7219212,45 13:30:25,5541,1110,-23401.32,1,Покупка. POS ,Станции техобслуживания
75345598,451 15:29:53,4814,1030,-2245.92,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
31097536,131 20:48:06,5732,1110,-6266.11,1,Покупка. POS ,Продажа электронного оборудования
12697071,362 18:46:08,5411,1110,-9767.04,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
96750247,119 15:00:30,5411,1010,-11588.25,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
66956350,244 14:57:53,4814,1030,-449.18,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
17610658,108 15:56:12,5411,1110,-80585.7,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
4725454,250 11:07:01,5499,1010,-1125.2,0,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
87179099,407 09:15:53,5411,1010,-2259.39,1,Покупка. POS ,"Бакалейные магазины, супермаркеты"
79363745,332 04:21:38,4814,1030,-673.77,1,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
20881726,61 18:23:30,4814,1030,-22459.16,0,Оплата услуги. Банкоматы,"Звонки с использованием телефонов, считывающих магнитную ленту"
99770379,95 10:14:58,6011,4010,-4379.54,1,Плата за получение наличных в АТМ банка,Финансовые институты — снятие наличности автоматически
26152657,85 21:02:55,5499,1010,-31195.77,0,Покупка. POS ,"Различные продовольственные магазины — рынки, магазины со спец-ассортиментом, продажа полуфабрикатов, фирменных блюд, продажа с помощью торговых автоматов"
94887386,32 21:20:24,6011,2010,-6737.75,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
17661325,354 15:50:50,5411,1010,-5513.72,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
74693419,276 08:03:07,5722,1010,-14373.86,1,Покупка. POS ,Бытовое оборудование
53589977,393 10:53:42,6010,7030,15721.41,1,Перевод на карту (с карты) через АТМ (в пределах одного тер.банка),Финансовые институты — снятие наличности вручную
39330065,254 20:27:08,5411,1110,-13643.94,0,Покупка. POS ,"Бакалейные магазины, супермаркеты"
71634960,117 16:33:44,5200,1010,-1134.19,0,Покупка. POS ,Товары для дома
1643831,99 00:00:00,5712,1110,-404534.35,0,Покупка. POS ,"Оборудование, мебель и бытовые принадлежности (кроме электрооборудования)"
78878144,421 07:40:10,6011,2010,-11229.58,0,Выдача наличных в АТМ,Финансовые институты — снятие наличности автоматически
